owner_id,full_name,driver_license,address,phone
33,Кошелева Екатерина Ефимовна,9700 510310,"с. Тарко-Сале, пр. Красных Партизан, д. 57 стр. 91, 043178",8 206 612 68 11
34,Субботин Панфил Фомич,1713 244122,"клх Саянск, пер. Каштановый, д. 64 стр. 637, 768590",+7 484 521 66 12
35,Евгения Даниловна Гусева,7626 932208,"д. Пинега, алл. Деповская, д. 561 стр. 731, 220691",8 (110) 630-40-79
36,Симон Зиновьевич Шилов,6418 336064,"п. Каргасок, ул. Азина, д. 1 к. 4, 714017",+7 (107) 304-1469
37,Элеонора Юльевна Титова,4003 820719,"клх Алексин, пр. Монтажников, д. 2, 248640",83942517432
38,Воронов Панкратий Георгиевич,4652 180455,"к. Смоленск, пер. Никитина, д. 3, 750056",8 (966) 724-9806
39,Евдокия Юрьевна Крылова,6645 794992,"клх Лабытнанги, пр. Дзержинского, д. 321 к. 88, 988703",+74837119695
40,Михайлова Евдокия Владимировна,4299 123235,"г. Шелехов, алл. Шолохова, д. 814, 595594",+7 841 810 7001
41,Королев Олег Антонович,8854 117463,"к. Кропоткин (Краснод.), бул. Тульский, д. 221 стр. 7, 838590",81581606360
42,Оксана Руслановна Цветкова,8639 730114,"клх Зеленоград, бул. Дзержинского, д. 8/1, 544408",+78577826353
43,Блинов Владислав Елисеевич,2710 747987,"п. Новый Уренгой, ш. Партизанское, д. 6/8 к. 98, 973868",+7 (454) 827-2125
44,Мартынов Руслан Адрианович,1695 934591,"ст. Юрьевец (Иван.), ул. Дачная, д. 362 стр. 4, 303545",8 (949) 424-22-58
45,Комиссарова Василиса Валентиновна,5775 839733,"к. Армавир, пр. Березовый, д. 3 стр. 2, 898062",+7 (848) 313-2160
46,Савельева Майя Николаевна,9632 829833,"к. Волгодонск, ш. Железнодорожное, д. 4/1 стр. 8/9, 570127",+7 881 796 4192
47,Филиппов Викентий Ерофеевич,9129 641469,"ст. Анива, наб. Спортивная, д. 48, 710017",8 (722) 728-9987
48,Жанна Макаровна Зимина,7960 123985,"с. Курумкан, алл. Восьмого Марта, д. 349 к. 427, 392394",8 308 386 14 29
49,Семенов Трифон Бориславович,2240 476348,"с. Токсово, ул. Городская, д. 6 к. 45, 243242",85817597455
50,Брагин Зиновий Демьянович,2017 640661,"клх Ярославль, бул. Ивановский, д. 341 к. 1, 249743",+7 770 871 5599
51,Иван Григорьевич Лобанов,4701 350345,"г. Усть-Камчатск, ул. Звездная, д. 2 к. 5/6, 083590",8 (798) 502-1109
52,Ульяна Феликсовна Ситникова,5540 948687,"п. Миасс, алл. Кузнецкая, д. 700 к. 494, 325280",84982373427
53,Октябрина Наумовна Романова,6222 173861,"клх Талдом, пр. Дорожников, д. 3 к. 9/5, 148703",+78842241403
54,Анжела Евгеньевна Антонова,3938 735624,"клх Торжок, пер. Комсомольский, д. 8 стр. 83, 674767",+7 (735) 107-18-40
55,Кириллова Лариса Викторовна,9647 256203,"д. Артем, ш. Ягодное, д. 5 стр. 2/5, 521218",+7 685 732 42 78
56,Викторин Теймуразович Жуков,5120 463921,"ст. Мончегорск, бул. Мелиоративный, д. 9/4 к. 57, 219316",8 370 930 8765
57,Виктория Николаевна Тимофеева,5478 890177,"г. Белокуриха, наб. Депутатская, д. 5/7, 149898",8 023 489 5150
58,Дементий Ярославович Котов,2424 632626,"г. Таганрог, ш. Парижской Коммуны, д. 421 стр. 634, 316074",+7 809 369 5870
59,Ираклий Жанович Гаврилов,4419 308982,"д. Пушкин, ул. Полевая, д. 1 стр. 5/6, 881126",+7 (887) 536-22-99
60,Никодим Феоктистович Филатов,9129 687273,"клх Шилка, бул. Маркса Карла, д. 722, 397121",+7 642 818 11 44
61,Сильвестр Ерофеевич Лукин,9534 213299,"клх Завьялиха, пер. Полтавский, д. 61 к. 740, 984816",+7 444 405 97 47
62,Прасковья Вячеславовна Кузьмина,5985 782208,"г. Бронницы, пр. Советский, д. 59, 276106",8 974 815 65 40
63,Мишин Капитон Гордеевич,9051 889329,"д. Элиста, ул. Подстанция, д. 82 к. 4, 618593",8 344 566 18 20
64,Филарет Адамович Чернов,6039 251734,"клх Югорск, ш. Горное, д. 86 к. 61, 090710",8 (457) 890-4074
65,Козлова Надежда Рудольфовна,6735 124783,"д. Сорочинск, ш. Одесское, д. 5/1 стр. 2, 893838",+7 (249) 737-6822
66,Щербакова Наина Львовна,8501 941767,"ст. Соликамск, ш. Высоцкого, д. 30 стр. 4, 581394",+70107040517
67,Эрнест Абрамович Стрелков,6054 333175,"с. Углич, наб. Клубная, д. 8/9 стр. 82, 203023",+7 (480) 777-5874
68,Силин Арсений Викентьевич,9623 985165,"к. Славянск-на-Кубани, пр. Максима Горького, д. 8/7 стр. 62, 068283",+7 415 172 4583
69,Яковлева Пелагея Тимуровна,3177 148049,"г. Красноуральск, ул. Льва Толстого, д. 5/4, 215518",+7 295 662 8374
70,Туров Панкрат Ефимьевич,4276 723727,"клх Таштагол, ш. Колхозное, д. 7/9 стр. 324, 280386",+7 679 700 16 90
71,Синклитикия Леонидовна Никифорова,6825 966198,"г. Кажим, пр. Победа, д. 17 стр. 4, 162347",+7 (101) 383-5242
72,Филатов Симон Федосеевич,1975 781957,"ст. Эльтон, ш. Ильича, д. 667 к. 936, 856095",+7 973 822 59 84
73,Маслов Евлампий Витальевич,1909 564816,"д. Магадан, бул. Солнечный, д. 327 к. 654, 236147",8 (354) 571-53-99
74,Лука Юльевич Баранов,9329 548584,"д. Белый Яр (Томск.), алл. Первомайская, д. 3/3 к. 356, 310354",8 512 300 6511
75,Михайлова Акулина Геннадьевна,8327 568147,"ст. Углич, алл. Крымская, д. 6/4, 431321",8 293 624 59 80
76,Князева Акулина Валентиновна,6454 450275,"ст. Лабытнанги, ул. Карла Либкнехта, д. 8 стр. 2, 182785",8 (329) 488-59-84
77,Лукия Григорьевна Игнатова,1009 136245,"ст. Артем, ш. Луговое, д. 164 к. 720, 310898",+7 006 345 80 44
78,Александрова Синклитикия Викторовна,6256 299345,"к. Обнинск, пр. Большой, д. 5 к. 975, 478213",8 (039) 202-48-21
79,Орлов Павел Ануфриевич,6221 607680,"с. Арсеньев, пер. Революции, д. 96 к. 2, 191504",8 883 765 34 47
80,Медведева Марина Егоровна,7287 847613,"к. Карпинск, наб. Вавилова, д. 88 к. 865, 731149",+7 (648) 779-4673
81,Молчанова Маргарита Никифоровна,1977 783996,"д. Москва, ш. Сельское, д. 437 стр. 2, 625043",+7 909 974 8336
82,Демьян Тарасович Давыдов,4603 511524,"клх Новороссийск, наб. Проезжая, д. 30 стр. 469, 556486",8 (723) 866-25-45
83,Сергеева Ульяна Юрьевна,8411 319129,"г. Жуковский, бул. Попова, д. 9 стр. 78, 927623",+7 (799) 508-9898
84,Василиса Дмитриевна Филиппова,4559 507949,"ст. Усть-Илимск, наб. Красная, д. 993, 946628",8 983 402 3360
85,Галактион Теймуразович Крылов,2113 382196,"с. Нефтекамск, пер. Республиканский, д. 67 стр. 8, 074242",+7 (957) 785-91-22
86,Евлампий Елисеевич Комиссаров,3961 365503,"г. Невинномысск, ул. Калужская, д. 143, 051793",8 201 237 7854
87,Стрелкова Майя Вениаминовна,8729 394482,"клх Йошкар-Ола, бул. Высоковольтный, д. 1, 004922",+7 (671) 772-09-12
88,Натан Ильич Комиссаров,2385 473595,"клх Красная Поляна, пр. Привольный, д. 4/8 стр. 2, 783806",+7 (394) 661-95-26
89,Яковлев Милован Григорьевич,2526 971340,"с. Троицк (Челяб.), ул. Иркутская, д. 3/8 стр. 461, 204007",+7 848 615 99 73
90,Азарий Федосьевич Родионов,8119 870267,"д. Зеленоград, ш. Леваневского, д. 305 стр. 1/7, 047268",8 341 332 7705
91,Милица Ниловна Прохорова,4668 257109,"с. Глазов, пер. Ильича, д. 5 к. 99, 466336",8 309 530 79 69
92,Борисов Викентий Захарьевич,6177 557950,"с. Кущевская, ул. Энгельса, д. 569 стр. 1/7, 490831",8 330 793 7697
93,Тимофей Марсович Александров,7811 843212,"с. Вендинга, пр. Разина, д. 1/7 стр. 19, 387473",8 404 758 06 43
94,Раиса Аскольдовна Шубина,2054 772414,"ст. Змеиногорск, пр. Пушкина, д. 83, 157326",+7 (640) 624-94-52
95,Анжела Ниловна Бобылева,5509 632995,"г. Владивосток, алл. Придорожная, д. 1/1 стр. 4, 704743",8 (626) 895-71-59
96,Рожков Марк Викентьевич,3560 833428,"ст. Касимов, бул. Почтовый, д. 584, 522414",+7 (954) 055-6178
97,Гуляева Майя Юльевна,5332 784282,"клх Дагомыс, ш. Новгородское, д. 2, 643110",+7 968 380 91 42
98,Олимпиада Захаровна Лазарева,4966 536811,"п. Корсаков, пер. Минина, д. 84, 145061",8 (479) 653-38-80
99,Юдина Дарья Степановна,5943 672183,"г. Кондопога, пр. Приозерный, д. 96 к. 88, 799583",8 (809) 319-34-22
100,Майя Алексеевна Логинова,6603 178846,"г. Брянск, пр. Глинки, д. 87 стр. 6/8, 243002",82321453385
101,Ярополк Ефремович Горбачев,8268 653117,"с. Гремячинск (Перм.), пр. Макарова, д. 4/5 стр. 2/7, 030426",+7 735 938 4163
102,Евдокимова Лукия Ивановна,3653 829166,"клх Астрахань, алл. Чайкиной, д. 4 стр. 406, 081850",8 802 081 51 57
103,Рогов Владислав Измаилович,8366 814279,"ст. Тула, ш. Пионерское, д. 77, 678651",8 (519) 161-6294
104,Филиппов Евстигней Геннадиевич,6925 880748,"с. Междуреченский, пер. Азина, д. 7 стр. 713, 016162",8 021 748 6109
105,Соловьев Ипатий Фомич,9117 597101,"к. Нарым, ул. Кольцова, д. 115 стр. 68, 684381",+7 005 351 10 65
106,Наталья Павловна Кондратьева,4325 163096,"ст. Сызрань, ш. Есенина, д. 4 стр. 396, 972270",8 (420) 526-0483
107,Горбунова Антонина Федоровна,7337 171633,"клх Шаховская, бул. Николаева, д. 31, 886833",+7 663 590 97 25
108,Белоусова Ия Захаровна,5266 510009,"г. Химки, бул. Красных Партизан, д. 32 к. 4/2, 791566",+7 (934) 931-90-61
109,Регина Егоровна Тихонова,1483 183913,"к. Аршан (Бурят.), наб. Воронежская, д. 2/9 к. 92, 378435",+78762639469
110,Тарасова Полина Яковлевна,9070 802230,"г. Малгобек, алл. Водников, д. 272 к. 362, 883337",+70193786703
111,Захаров Орест Игнатович,5176 903093,"г. Ессентуки, наб. Юбилейная, д. 2/6 к. 8, 858775",+7 (469) 774-1143
112,Каллистрат Артурович Давыдов,2408 724391,"с. Наро-Фоминск, ул. Труда, д. 83 к. 6/9, 900930",+7 217 502 52 10
113,Евгения Валентиновна Пестова,7190 421466,"г. Геленджик, пер. Химиков, д. 6 к. 4/7, 038898",+78387038474
114,Дорофеев Роман Геннадиевич,1420 860949,"д. Яхрома, пр. Огородный, д. 80 стр. 8, 702405",+7 (315) 469-5364
115,Антонина Геннадиевна Пономарева,1986 164384,"п. Нефтекамск, алл. Минская, д. 6/6 стр. 6/9, 246209",8 (327) 582-51-43
116,Варлаам Тарасович Медведев,3540 443307,"ст. Андреаполь, пер. Омский, д. 1/6, 535736",86872747584
117,Чернова Наина Богдановна,7755 809469,"клх Чебаркуль, пер. Чапаева, д. 62 к. 9, 404926",+7 344 838 7176
118,Мартынов Юлий Геннадиевич,9368 928449,"с. Курумкан, ш. Ивановское, д. 271, 855146",+7 (291) 463-6213
119,Денисов Светозар Яковлевич,4313 990230,"п. Уэлен, наб. Высоцкого, д. 2/4 к. 356, 497574",89256037514
120,Анастасия Тарасовна Муравьева,6407 729680,"ст. Сыктывкар, пер. Жуковского, д. 76, 314698",+7 365 844 8435
121,Силина Лукия Харитоновна,7989 969253,"г. Гудермес, пр. Кооперативный, д. 9, 333493",+7 (290) 608-09-19
122,Флорентин Иосипович Владимиров,3071 567779,"клх Кош-Агач, алл. Мелиоративная, д. 236 стр. 999, 041499",80778603998
123,Мухин Парфен Артёмович,9524 361521,"с. Шилка, наб. Колхозная, д. 22, 310753",85774875585
124,Казакова Элеонора Степановна,8763 600777,"клх Семлячики, алл. Кузнечная, д. 1 к. 40, 889612",+72165511628
125,Субботин Аникита Захарьевич,8840 501002,"к. Батайск, наб. Кавказская, д. 5 стр. 41, 795513",+7 210 008 20 74
126,Кононова Клавдия Антоновна,6381 373371,"клх Павловская, ул. Азина, д. 6/2, 478947",8 197 735 2252
127,Сафонова Валерия Ефимовна,1002 240578,"ст. Калач, бул. Овражный, д. 255, 412733",+7 (468) 803-6992
128,Романова Фаина Алексеевна,4676 412120,"к. Семлячики, бул. Сибирский, д. 276 стр. 5, 174896",8 (405) 264-0055
129,Элеонора Макаровна Одинцова,8718 898917,"г. Белогорск (Амур.), пр. Матросова, д. 672 стр. 3/9, 694976",8 240 347 3758
130,Власов Сидор Данилович,2989 396872,"г. Новочеркасск, наб. Виноградная, д. 982, 910572",+71877946411
131,Чернова Анна Евгеньевна,6645 220040,"ст. Усть-Камчатск, алл. Декабристов, д. 583 стр. 3/1, 028224",+7 516 497 6420
132,Сорокин Данила Ильясович,4166 573645,"с. Хасан, наб. Минина, д. 775 к. 9/8, 991394",+7 158 242 12 29
133,Лидия Алексеевна Меркушева,5465 790688,"п. Борзя, алл. Октября, д. 59 к. 9, 337747",+7 (561) 481-63-71
134,Лазарев Касьян Иларионович,1106 917423,"д. Архангельск, алл. Строительная, д. 904 к. 7/6, 053563",+7 (525) 118-71-65
135,Ковалев Федосий Даниилович,3092 657530,"к. Ачхой Мартан, пр. Литейный, д. 23, 036918",81595812978
136,Галкина Нонна Филипповна,3676 538462,"г. Малоярославец, алл. Красина, д. 175 к. 9, 152833",+7 160 909 16 28
137,Рогова Анастасия Аскольдовна,6833 936381,"с. Лодейное Поле, пр. Луначарского, д. 7 стр. 82, 009657",8 096 916 8564
138,Соболев Никодим Филимонович,8070 458439,"ст. Якутск, бул. Коммунистический, д. 1/2 к. 3/2, 362373",8 919 026 6083
139,Лапина Милица Наумовна,3962 697761,"клх Псебай, ул. З.Космодемьянской, д. 729 к. 7/3, 625772",8 511 659 75 00
140,Антонов Лазарь Изотович,4649 800058,"к. Кисловодск, ш. Гафури, д. 7, 295946",8 660 233 5075
141,Роман Устинович Михайлов,7167 601930,"с. Дмитров, наб. Маркса, д. 9 к. 18, 458882",89176262401
142,Громова Олимпиада Романовна,6930 507364,"к. Льгов, ш. Прохладное, д. 3/7, 237410",8 276 904 60 09
143,Максимов Панфил Фомич,3928 576342,"г. Каргасок, пер. Торговый, д. 450 стр. 185, 969178",+7 201 788 4750
144,г-н Никитин Виктор Трифонович,7059 898640,"к. Воскресенск, бул. Павлика Морозова, д. 193 к. 7/7, 577092",81629569273
145,Исидор Филиппович Сергеев,5125 457616,"с. Рыбинск, ш. Малиновое, д. 6, 432054",8 703 870 68 82
146,Лихачева Людмила Романовна,5234 114550,"клх Магас, алл. Кубанская, д. 7, 966093",8 317 425 07 12
147,Евфросиния Мироновна Прохорова,4839 916925,"п. Губкинский, ул. Кирова, д. 1 к. 314, 769309",8 (900) 739-28-97
148,Сорокина Дарья Павловна,5996 712521,"д. Солнечногорск, ул. Волкова, д. 26 к. 1, 990525",87945437466
149,Устин Федосьевич Журавлев,9358 892708,"ст. Аргаяш, бул. Кузнецкий, д. 7/9 стр. 6/5, 339037",8 (441) 161-1306
150,Виктор Викторович Беляев,5043 734447,"д. Крымск, пр. Юбилейный, д. 74 стр. 613, 452949",8 (593) 003-63-80
151,Кузьмин Семен Чеславович,8355 478796,"г. Березники, пр. Береговой, д. 8, 944656",8 371 087 4244
152,Филиппов Максим Юлианович,6865 445228,"г. Петропавловск-Камчатский, наб. Ломоносова, д. 98 стр. 11, 393166",+7 111 038 22 58
153,Анатолий Трофимович Субботин,4880 518707,"ст. Клин, ул. Герцена, д. 111 стр. 975, 626397",+7 245 875 8857
154,Фома Вилорович Быков,5888 758904,"к. Миасс, ул. Урожайная, д. 27, 648414",+7 771 738 52 92
155,Марина Алексеевна Нестерова,3777 290005,"ст. Гатчина, пер. Семашко, д. 3, 923645",+7 612 588 1066
156,Фаина Эльдаровна Бирюкова,1804 997620,"ст. Бийск, пр. Тополиный, д. 81, 294508",83698988352
157,Чернова Зинаида Васильевна,5292 559312,"к. Южно-Курильск, пер. Машиностроителей, д. 34 стр. 9, 019147",8 (962) 893-80-43
158,Блохин Илья Валерьянович,1550 447805,"п. Братск, бул. Омский, д. 4/6 к. 775, 022243",84717286295
159,Воробьев Карп Архипович,5211 372594,"с. Железногорск(Курск.), пер. Дальний, д. 167 стр. 779, 153694",+75070145610
160,Щукина Лариса Матвеевна,9108 517039,"с. Глазов, пер. Курский, д. 106 стр. 6, 408359",8 (750) 793-56-84
161,Рожкова Елена Кирилловна,6866 628825,"п. Радужный, бул. Геологический, д. 44 к. 55, 931750",8 (312) 623-0976
162,Воронцов Галактион Дмитриевич,4291 739981,"ст. Фатеж, пер. Подлесный, д. 2, 582815",8 572 062 8073
163,Баранова Ангелина Кузьминична,1183 171368,"с. Жигулевск, наб. Мостовая, д. 59 стр. 511, 714434",+7 (560) 152-96-99
164,Артемий Денисович Мамонтов,8675 503796,"клх Старый Оскол, бул. Социалистический, д. 901, 940184",8 883 536 48 88
165,г-н Яковлев Алексей Жоресович,3693 975373,"д. Нарткала, пер. Казанский, д. 8/2 стр. 60, 497567",+7 175 152 82 20
166,Лукьян Ярославович Прохоров,8311 165469,"клх Невинномысск, ш. Майское, д. 589 к. 7/7, 128506",+7 (438) 229-68-25
167,Глафира Олеговна Исакова,5465 999285,"д. Белоярский, бул. Угольный, д. 5 к. 45, 540713",+7 (094) 117-62-32
168,Вишняков Аполлон Яковлевич,4932 636286,"с. Можайск, пер. Профсоюзный, д. 8 стр. 7/1, 200461",8 (766) 858-42-55
169,Синклитикия Харитоновна Пономарева,9850 447247,"г. Темрюк, ш. Угольное, д. 478 стр. 17, 611540",+7 (318) 381-48-54
170,Агафья Яковлевна Пахомова,3404 644700,"д. Красновишерск, пр. Серафимовича, д. 6/9 стр. 228, 374377",+7 541 105 92 67
171,Гришина Галина Эльдаровна,8384 165827,"с. Кашира, бул. Баумана, д. 63 стр. 77, 412397",8 (329) 876-0092
172,Нинель Леонидовна Ефимова,6786 906680,"с. Ишим, бул. Щетинкина, д. 1/9 к. 8, 747807",8 (295) 452-41-89
173,Давыдов Сидор Ермилович,9482 344678,"с. Лысьва, бул. Сплавный, д. 53, 532428",8 (196) 052-88-25
174,Фаина Васильевна Комарова,5446 783082,"ст. Брянск, ш. Леонова, д. 636 стр. 14, 742179",8 525 221 8282
175,Григорьев Наум Вилорович,5366 335625,"г. Кондопога, наб. Курская, д. 6/1 стр. 77, 768723",8 (561) 325-0141
176,Кошелев Стоян Богданович,1403 237839,"клх Буйнакск, пр. Линейный, д. 48 стр. 99, 743333",+7 700 520 4777
177,Кудряшов Юлиан Демьянович,8637 851625,"п. Тихвин, пр. Курортный, д. 5/4 к. 149, 631782",+7 (132) 886-3927
178,Богданова Лидия Валериевна,4933 675788,"с. Цимлянск, бул. Гастелло, д. 9/8, 915993",80520601064
179,Татьяна Григорьевна Большакова,6208 425826,"д. Ямбург, пр. Главный, д. 2/8, 837316",+7 840 345 9988
180,Орест Елизарович Петухов,5428 988406,"ст. Тура, наб. Рабочая, д. 8, 902092",+7 (346) 842-7206
181,Колобова Лидия Павловна,3895 942137,"г. Бугульма, бул. Заозерный, д. 6/5 стр. 674, 381637",8 325 661 98 84
182,Элеонора Тимофеевна Воробьева,5592 163635,"с. Салехард, наб. Фрунзе, д. 7 к. 81, 819692",8 (056) 669-71-27
183,Назар Исидорович Вишняков,3553 745179,"клх Саранск, пр. Чайкиной, д. 7/1 стр. 9/2, 135723",87258797072
184,Пелагея Наумовна Жданова,5252 959969,"д. Кашира, ул. Западная, д. 8/4 стр. 714, 660934",84001479273
185,Емельянов Семен Фёдорович,9775 901795,"п. Вендинга, ш. Вишневое, д. 2 к. 836, 602939",8 533 251 7313
186,Андрей Евстигнеевич Одинцов,1121 416191,"д. Артем, ул. Автомобилистов, д. 79 к. 7, 915121",+7 008 720 0299
187,г-н Поляков Виссарион Трифонович,7951 640605,"с. Аргаяш, бул. Есенина, д. 2 стр. 6, 835269",+7 235 554 5126
188,Одинцов Анисим Фокич,9604 503948,"клх Назрань, пер. Ставропольский, д. 991 стр. 4, 429421",8 333 853 2758
189,Любомир Артемьевич Некрасов,1766 665458,"с. Курчатов, ш. Специалистов, д. 201, 895478",8 (365) 456-4975
190,Ольга Наумовна Веселова,8395 520026,"ст. Красноуфимск, ш. Вольное, д. 7 стр. 8/2, 103867",+7 257 234 86 61
191,Сигизмунд Гурьевич Гордеев,4266 981542,"с. Воронеж, алл. Урицкого, д. 5 к. 42, 857257",+78228218682
192,Рябов Викентий Виленович,5176 789092,"клх Шатура, ул. 50 лет Октября, д. 28, 393466",+7 831 947 57 78
193,Ситникова Лукия Анатольевна,3852 611327,"г. Кижи, бул. Маяковского, д. 241 стр. 8/2, 800642",+7 201 240 55 06
194,Носков Наркис Захарьевич,3712 422271,"п. Солнечногорск, наб. Лунная, д. 555, 993245",8 984 050 46 94
195,Игорь Жоресович Нестеров,8195 944330,"клх Яр-Сале, ш. 30 лет Победы, д. 2/7 к. 7, 708288",+7 (305) 046-36-05
196,Овчинникова Наина Кузьминична,8624 208632,"с. Онега, ш. Комсомольское, д. 252 к. 850, 249745",+7 452 658 0290
197,Корнилов Влас Трофимович,2825 468000,"ст. Одинцово, наб. 9 Января, д. 544 стр. 335, 897745",8 (085) 330-18-28
198,Ульяна Кузьминична Потапова,8297 676581,"д. Тихвин, пр. Стахановский, д. 10 к. 8/7, 910274",+70650333751
199,Евстигней Бенедиктович Белозеров,8472 302929,"ст. Валаам, наб. Техническая, д. 9/5 к. 927, 812649",+7 660 317 5234
200,Трофимов Ратмир Демидович,8871 920037,"д. Добрянка, алл. Кедровая, д. 2, 854595",+7 (189) 272-10-72
201,Одинцов Яков Зиновьевич,9798 189209,"д. Яхрома, пер. Азовский, д. 302, 997949",80007493093
202,Иннокентий Демьянович Кудряшов,6593 526389,"п. Лянтор, наб. Гвардейская, д. 970 стр. 932, 571861",+7 963 428 5161
203,Тетерин Никандр Харламович,3008 979646,"ст. Снежинск, пр. Шолохова, д. 83 к. 4, 066816",+78481731585
204,г-жа Миронова Глафира Антоновна,7613 264479,"клх Шереметьево, бул. Мирный, д. 229, 137950",+77729109596
205,Панфил Харлампович Петров,2064 876527,"клх Шумиха, ш. Щетинкина, д. 5 к. 3/2, 244835",80404448023
206,Елена Эльдаровна Сазонова,9008 321907,"г. Камышин, ул. Луначарского, д. 9/8, 761499",8 (165) 163-11-55
207,Людмила Егоровна Зайцева,7194 596725,"ст. Учалы, ул. Высотная, д. 304, 812007",8 (655) 034-4536
208,Людмила Артемовна Мамонтова,2405 345940,"к. Нарткала, алл. Герцена, д. 855 к. 8/7, 685405",8 (489) 814-2046
209,Лариса Васильевна Макарова,9643 857591,"с. Дагомыс, ул. Лермонтова, д. 9 к. 4/6, 146000",+7 (627) 130-8374
210,Анжела Захаровна Павлова,9114 307081,"г. Вендинга, пр. Жуковского, д. 690, 460709",+7 727 717 24 28
211,Фаина Владиславовна Пахомова,2033 405936,"д. Краснотурьинск, ул. Циолковского, д. 289 стр. 91, 734132",8 (852) 170-09-63
212,Никифорова Людмила Святославовна,1328 832638,"ст. Снежногорск (Мурм.), пр. Мичурина, д. 83 к. 7/8, 672732",8 632 027 73 47
213,Карл Богданович Сергеев,4530 179029,"п. Сухиничи, ул. Ильича, д. 606 к. 8/5, 500713",8 768 074 8911
